category,rank_brand_name,~18,19~23,24~28,29~33,34~39,40~,men,women
상의,커버낫,34,25,18,10,4,9,64,36
상의,스파오,58,14,11,8,5,4,64,36
상의,라퍼지스토어,22,35,25,11,3,4,80,20
상의,후아유,37,21,17,12,7,6,65,35
상의,후아유,28,24,22,15,6,5,58,42
상의,트래블,34,30,16,8,3,9,60,40
상의,이벳필드,34,26,18,9,5,8,64,36
상의,아웃도어 프로덕츠,28,22,19,11,7,13,55,45
상의,라퍼지스토어,16,31,32,14,4,3,83,17
상의,푸마 셀렉트,28,15,19,15,9,14,75,25
상의,마르디 메크르디,29,37,17,6,3,8,14,86
상의,라퍼지스토어,27,43,18,5,2,5,73,27
상의,라퍼지스토어,21,37,25,10,3,4,83,17
상의,와릿이즌,35,28,13,5,4,15,42,58
상의,라퍼지스토어,25,43,20,5,2,5,74,26
상의,그루브라임,34,27,15,8,4,12,56,44
상의,무신사 스탠다드,16,21,26,17,11,9,85,15
상의,스파오,31,30,23,10,3,3,82,18
상의,커버낫,30,25,17,9,5,14,46,54
상의,마르디 메크르디,23,38,22,8,3,6,11,89
상의,마뗑킴,21,50,21,4,1,3,9,91
상의,예일,34,29,14,8,4,11,43,57
상의,수아레,15,33,31,14,4,3,85,15
상의,캘빈클라인 진,36,41,14,3,1,5,14,86
상의,세인트제임스,18,22,31,16,7,6,53,47
상의,비바스튜디오,38,40,12,3,1,6,35,65
상의,테이크이지,17,37,27,11,4,4,85,15
상의,예일,30,29,20,9,3,9,62,38
상의,라퍼지스토어,22,30,27,13,4,4,79,21
상의,무신사 스탠다드,26,29,20,12,6,7,82,18
상의,무신사 스탠다드,14,28,29,16,7,6,82,18
상의,파르티멘토,57,13,12,8,5,5,71,29
상의,커버낫,17,24,31,17,6,5,72,28
상의,엠엘비,34,31,18,6,2,9,35,65
상의,브라운브레스,38,30,12,5,3,12,43,57
상의,캘빈클라인 진,32,40,18,4,1,5,55,45
상의,수아레,24,22,28,14,7,5,86,14
상의,트래블,30,35,16,7,4,8,58,42
상의,엠엘비,33,33,17,6,2,9,28,72
상의,푸마 셀렉트,25,20,27,16,6,6,83,17
상의,캘빈클라인 진,33,38,17,5,1,6,57,43
상의,폴로 랄프 로렌,20,20,28,21,8,3,78,22
상의,메종 키츠네,17,17,28,21,11,6,74,26
상의,예일,47,23,10,6,3,11,60,40
상의,폴로 랄프 로렌,19,37,30,9,2,3,59,41
상의,러브이즈트루,26,43,17,5,3,6,5,95
상의,메종 키츠네,20,37,24,12,3,4,64,36
상의,폴로 랄프 로렌,16,16,33,24,8,3,68,32
상의,마리떼,19,36,27,9,3,6,17,83
상의,브라운브레스,38,31,13,5,3,10,43,57
상의,인템포무드,16,28,30,14,7,5,86,14
상의,캘빈클라인 진,32,39,18,5,1,5,53,47
상의,리,38,35,12,4,2,9,28,72
상의,페플,22,28,24,14,6,6,84,16
상의,스컬프터,31,44,16,4,1,4,10,90
상의,랩12,20,33,23,12,7,5,91,9
상의,엘무드,46,15,20,13,4,2,97,3
상의,수아레,57,12,16,9,4,2,90,10
상의,앤더슨벨,11,24,36,18,7,4,89,11
상의,제멋,26,30,22,11,5,6,85,15
상의,지오다노,20,27,27,15,6,5,87,13
상의,무신사 스탠다드,14,16,24,20,13,13,86,14
상의,코드그라피,40,27,11,7,5,10,44,56
상의,팔렛,35,42,13,3,1,6,21,79
상의,엠엠지엘,12,33,34,13,5,3,92,8
상의,무신사 스탠다드,11,21,31,21,10,6,84,16
상의,메종 키츠네,18,32,27,12,7,4,69,31
상의,무신사 스탠다드,14,18,29,20,11,8,86,14
상의,내셔널지오그래픽,44,17,11,5,4,19,43,57
상의,아페쎄,20,39,25,8,4,4,51,49
상의,마리떼,15,54,19,5,2,5,5,95
상의,무신사 스탠다드,25,26,22,12,5,10,7,93
상의,코드그라피,45,30,9,4,3,9,27,73
상의,이자벨마랑,15,26,27,12,8,12,51,49
상의,피지컬 에듀케이션 디파트먼트,31,34,18,7,3,7,34,66
상의,칼하트,33,39,14,5,2,7,66,34
상의,지프,26,20,18,14,8,14,46,54
상의,무신사 스탠다드,19,27,26,15,6,7,82,18
상의,예일,27,27,22,10,4,10,58,42
상의,수아레,22,23,25,17,8,5,93,7
상의,제멋,15,38,22,12,5,8,82,18
상의,마르디 메크르디,16,27,22,11,9,15,10,90
상의,예일,34,31,15,8,3,9,50,50
상의,엠엠지엘,10,25,40,16,6,3,94,6
상의,폴로 랄프 로렌,31,3,18,21,16,11,88,12
상의,후아유,31,17,18,18,10,6,72,28
상의,푸마 셀렉트,20,13,19,25,13,10,80,20
상의,와릿이즌,44,20,10,4,3,19,45,55
상의,퍼스텝,21,24,19,13,11,12,75,25
상의,무신사 스탠다드,15,23,28,16,10,8,89,11
상의,디스이즈네버댓,44,29,12,4,2,9,49,51
상의,무신사 스탠다드,18,27,26,15,7,7,81,19
상의,마르디 메크르디,26,36,20,7,4,7,7,93
상의,내셔널지오그래픽,30,18,18,11,7,16,57,43
상의,무신사 스탠다드,14,27,29,16,7,7,76,24
상의,아모멘토,35,6,31,18,7,3,4,96
상의,패슬,34,48,11,1,0,6,26,74
상의,토마스모어,12,25,34,18,7,4,92,8
상의,아워스코프,14,29,35,13,5,4,89,11
상의,무신사 스탠다드,12,16,30,19,12,11,93,7
상의,웬스데이딜라잇,19,17,28,26,4,6,2,98
상의,코드그라피,50,28,9,3,2,8,30,70
상의,낫유어엑스엑스엑스 바이 낫유어로즈,15,37,32,11,3,2,3,97
상의,커렌트,18,55,19,2,1,5,3,97
상의,코드그라피,33,27,16,9,7,8,28,72
상의,스컬프터,30,47,14,3,1,5,7,93
상의,이스트쿤스트,46,30,10,3,2,9,15,85
상의,예일,49,23,11,5,2,10,56,44
상의,시티브리즈,17,51,23,5,1,3,4,96
상의,로맨틱크라운,22,34,24,13,3,4,36,64
상의,지프,28,26,21,11,5,9,50,50
상의,예스아이씨,42,38,10,2,1,7,38,62
상의,본하이커,29,24,17,11,7,12,64,36
상의,와릿이즌,46,25,9,3,2,15,44,56
상의,블랭크룸,10,23,40,20,5,2,95,5
상의,내셔널지오그래픽,40,16,9,5,5,25,41,59
상의,로맨틱크라운,24,27,25,11,6,7,29,71
상의,세터,20,27,26,14,7,6,80,20
상의,무신사 스탠다드,13,18,27,19,13,10,86,14
상의,엘무드,15,18,31,22,9,5,91,9
상의,예일,36,32,14,6,3,9,57,43
상의,페플,17,27,29,15,6,6,89,11
상의,마뗑킴,18,52,24,3,1,2,5,95
상의,아크메드라비,50,24,9,3,2,12,66,34
상의,디스이즈네버댓,32,34,17,7,3,7,44,56
상의,지프,31,22,22,13,5,7,58,42
상의,토마스모어,11,26,36,16,7,4,88,12
상의,아웃스탠딩,14,16,25,20,16,9,92,8
상의,코드그라피,48,28,11,4,2,7,36,64
상의,리,27,28,22,8,4,11,36,64
상의,문선,19,40,25,7,3,6,85,15
상의,무신사 스탠다드,14,26,28,18,8,6,91,9
상의,에스피오나지,11,28,32,17,7,5,92,8
상의,푸마 셀렉트,20,13,24,25,11,7,84,16
상의,와릿이즌,29,28,11,5,5,22,37,63
상의,마인드브릿지,21,29,25,13,5,7,78,22
상의,제멋,18,36,23,11,5,7,77,23
상의,와릿이즌,39,22,13,5,3,18,42,58
상의,제멋,22,19,16,16,14,13,76,24
상의,패슬,37,45,11,2,0,5,25,75
상의,무신사 스탠다드,7,15,29,23,15,11,94,6
상의,타입서비스,18,42,28,7,2,3,5,95
상의,에스피오나지,11,20,24,23,15,7,92,8
상의,드로우핏,14,22,30,20,9,5,93,7
상의,세인트제임스,15,12,31,19,16,7,15,85
상의,마르디 메크르디,22,13,17,12,12,24,6,94
상의,비바스튜디오,40,37,12,3,1,7,38,62
상의,에이카화이트,23,32,26,7,6,6,74,26
상의,퍼스텝,38,31,16,6,3,6,68,32
상의,예일,19,24,31,18,4,4,74,26
상의,필루미네이트,23,30,22,12,5,8,68,32
상의,디스이즈네버댓,39,29,14,6,3,9,48,52
상의,인사일런스,13,23,32,19,7,6,93,7
상의,세터,13,26,38,15,5,3,85,15
상의,샤카웨어,22,28,25,14,6,5,93,7
상의,던스트 포 우먼,5,18,46,21,7,3,7,93
상의,알브이디,20,24,27,15,10,4,95,5
상의,커버낫,17,23,28,18,7,7,63,37
상의,커스텀어클락,14,21,29,21,8,7,88,12
상의,칼하트,27,34,19,9,5,6,66,34
상의,마르디 메크르디 악티프,32,9,13,9,14,23,6,94
상의,슈퍼서브,33,15,15,14,13,10,42,58
상의,이벳필드,24,33,19,9,5,10,46,54
상의,에스피오나지,12,30,31,17,6,4,91,9
상의,커스텀어클락,19,27,25,17,7,5,89,11
상의,예스아이씨,29,37,20,6,2,6,55,45
상의,마르디 메크르디,25,21,21,11,8,14,6,94
상의,예일,27,30,23,10,3,7,55,45
상의,엠엔지유,19,27,32,11,6,5,85,15
상의,스톤아일랜드,16,16,30,19,13,6,89,11
상의,유니폼브릿지,26,28,23,12,5,6,80,20
상의,노매뉴얼,25,39,24,5,2,5,74,26
상의,하이스쿨디스코,27,49,16,3,1,4,3,97
상의,마르디 메크르디,27,44,17,4,3,5,3,97
상의,타미진스,14,23,24,27,10,2,45,55
상의,도미넌트,26,33,21,8,4,8,63,37
상의,피버타임,38,39,13,2,1,7,18,82
상의,로맨틱크라운,19,32,28,13,4,4,61,39
상의,배드블러드,16,20,27,19,12,6,12,88
상의,마르디 메크르디,22,34,22,9,5,8,9,91
상의,아디다스,31,20,15,8,6,20,33,67
상의,러브이즈트루,28,46,16,3,1,6,3,97
상의,이벳필드,38,27,12,6,5,12,47,53
상의,지오다노,22,31,23,12,6,6,87,13
상의,예일,25,32,22,9,4,8,64,36
상의,노매뉴얼,29,29,24,9,5,4,86,14
상의,예일,24,30,22,9,5,10,54,46
상의,폴로 랄프 로렌,23,37,26,9,2,3,16,84
상의,토마스모어,13,23,36,19,6,3,92,8
상의,하이버넷,65,4,6,11,8,6,9,91
상의,베르노,20,22,31,16,5,6,86,14
상의,노매뉴얼,36,38,14,4,2,6,64,36
상의,마리떼,19,43,26,6,2,4,5,95
상의,무신사 스탠다드,28,30,18,11,6,7,80,20
상의,엘엠씨,35,38,15,4,2,6,48,52
상의,리,49,27,8,3,2,11,41,59
상의,엘엠씨,31,31,20,8,3,7,60,40
상의,디스이즈네버댓,16,19,17,28,14,6,81,19
상의,나이스고스트클럽,24,32,28,9,3,4,10,90
상의,커버낫,28,20,16,10,9,17,60,40
상의,레이어 유니온,27,37,20,7,3,6,81,19
상의,커스텀어클락,19,23,29,19,6,4,89,11
상의,메종미네드,20,34,25,11,4,6,74,26
상의,무신사 스탠다드,16,24,29,17,7,7,86,14
상의,수아레,25,25,28,14,5,3,89,11
상의,마리떼,14,32,28,12,6,8,15,85
상의,무신사 스탠다드,14,13,27,20,17,9,88,12
상의,노매뉴얼,33,42,17,3,1,4,76,24
상의,디스이즈네버댓,35,32,15,7,3,8,44,56
상의,리,31,16,18,17,10,8,54,46
상의,노이어,14,31,33,14,4,4,95,5
상의,무신사 스탠다드,14,14,23,19,17,13,88,12
상의,알브이디,19,34,28,12,4,3,95,5
상의,라퍼지스토어,18,24,31,17,6,4,80,20
상의,암피스트,14,14,26,21,18,7,88,12
상의,마리떼,13,27,33,14,6,7,12,88
상의,마르디 메크르디,27,12,19,13,11,18,7,93
상의,닉앤니콜,16,40,25,10,4,5,5,95
상의,낫유어엑스엑스엑스 바이 낫유어로즈,19,51,21,4,2,3,4,96
상의,무신사 스탠다드,14,20,29,20,10,7,86,14
상의,위캔더스,8,28,27,19,8,10,74,26
상의,알브이디,17,31,28,15,5,4,94,6
상의,와릿이즌,38,26,13,5,4,14,49,51
상의,엘무드,14,24,33,19,6,4,95,5
상의,다이애그널,28,28,32,9,1,2,8,92
상의,피지컬 에듀케이션 디파트먼트,29,35,20,7,3,6,37,63
상의,밈더워드로브,14,24,38,17,5,2,92,8
상의,무신사 스탠다드,11,18,31,21,11,8,80,20
상의,리,48,25,9,3,2,13,38,62
상의,무신사 스탠다드,18,28,24,13,6,11,6,94
상의,무신사 스탠다드,11,18,29,21,12,9,85,15
상의,로맨틱크라운,16,49,24,4,2,5,9,91
상의,인템포무드,18,28,31,15,4,4,92,8
상의,커버낫,32,24,16,10,6,12,58,42
상의,코드그라피,43,22,17,8,4,6,60,40
상의,플랙,16,19,27,21,11,6,94,6
상의,우알롱,32,40,17,4,1,6,37,63
상의,예스아이씨,51,28,9,3,1,8,52,48
상의,넷소셜클럽,24,15,19,20,8,14,37,63
상의,세컨모놀로그,12,22,36,16,8,6,77,23
상의,무신사 스탠다드,24,23,23,15,7,8,85,15
상의,배드블러드,39,39,14,3,1,4,4,96
상의,주앙옴므,11,24,36,18,5,6,96,4
상의,무신사 스탠다드,14,27,30,16,7,6,83,17
상의,아웃스탠딩,24,35,22,8,5,6,74,26
상의,유니폼브릿지,17,37,29,9,4,4,84,16
상의,비바스튜디오,30,34,21,7,3,5,53,47
상의,패블러스아카이브,31,34,15,6,5,9,13,87
상의,지프,26,15,20,17,10,12,47,53
상의,애드오프,15,25,38,16,3,3,89,11
상의,엑스톤즈,17,41,24,9,4,5,64,36
상의,엠엘비,26,23,17,10,7,17,59,41
상의,마르디 메크르디,23,44,20,5,3,5,4,96
상의,애습,11,21,41,20,5,2,89,11
상의,배드블러드,16,20,27,19,12,6,12,88
상의,페플,29,32,18,7,4,10,64,36
상의,타미진스,14,23,24,27,10,2,45,55
상의,엄브로,21,18,28,15,8,10,60,40
상의,레이브,21,27,23,13,8,8,6,94
상의,비전스트릿웨어,32,31,21,7,3,6,57,43
상의,네이키드니스,37,33,13,6,3,8,21,79
상의,브렌슨,19,31,26,13,5,6,83,17
상의,무신사 스탠다드,24,23,23,15,7,8,85,15
상의,리,48,25,9,3,2,13,38,62
상의,캉골,22,37,22,8,4,7,57,43
상의,마르디 메크르디 악티프,32,9,13,9,14,23,6,94
상의,필루미네이트,23,30,22,12,5,8,68,32
상의,무신사 스탠다드,12,16,30,19,12,11,93,7
상의,엑스톤즈,22,31,32,11,2,2,85,15
상의,토마스모어,11,26,36,16,7,4,88,12
상의,페플,17,27,29,15,6,6,89,11
상의,무신사 스탠다드,20,26,24,15,9,6,89,11
상의,와릿이즌,43,19,10,5,3,20,38,62
상의,닉앤니콜,15,59,18,3,1,4,2,98
상의,프렌다,17,47,26,4,2,4,3,97
상의,애드오프,12,31,36,12,5,4,81,19
상의,로맨틱 파이어리츠,16,24,29,17,9,5,93,7
상의,지프,28,22,22,11,5,12,50,50
상의,파르티멘토,34,19,19,14,6,8,55,45
상의,무신사 스탠다드,7,15,29,23,15,11,94,6
상의,엑스트라오디너리,21,24,24,13,9,9,90,10
상의,벤 데이비스,21,46,21,6,2,4,79,21
상의,예일,31,30,16,8,5,10,37,63
상의,레이어 유니온,27,37,20,7,3,6,81,19
상의,인사일런스,18,21,29,18,8,6,89,11
상의,엑스톤즈,19,38,24,9,4,6,77,23
상의,커버낫,53,18,8,4,3,14,45,55
상의,러닝하이,17,57,18,3,2,3,3,97
상의,지프,21,22,21,14,10,12,45,55
상의,무신사 스탠다드,17,23,26,19,9,6,85,15
상의,마르디 메크르디,25,21,21,11,8,14,6,94
상의,로맨틱크라운,19,27,28,14,6,6,48,52
상의,미니멀프로젝트,17,22,21,16,12,12,79,21
상의,패블러스아카이브,22,30,25,12,4,7,6,94
상의,논스탁,20,5,27,13,17,18,96,4
상의,비슬로우,17,14,26,25,12,6,75,25
상의,노이어,18,32,32,11,4,3,92,8
상의,러브이즈트루,28,45,15,4,1,7,4,96
상의,라퍼지스토어,28,20,20,15,9,8,65,35
상의,코드그라피,38,24,11,7,4,16,35,65
상의,브라운브레스,34,35,14,5,3,9,38,62
상의,예일,39,26,14,6,2,13,45,55
상의,꼼파뇨,26,35,20,7,4,8,17,83
상의,러브이즈트루,28,46,16,3,1,6,3,97
상의,제멋,18,36,23,11,5,7,77,23
상의,낫유어엑스엑스엑스 바이 낫유어로즈,19,51,21,4,2,3,4,96
상의,코드그라피,20,20,19,18,13,10,59,41
상의,마리떼,14,32,28,12,6,8,15,85
상의,어텐션로우,20,31,22,7,8,12,70,30
상의,닉앤니콜,16,40,25,10,4,5,5,95
상의,피지컬 에듀케이션 디파트먼트,29,34,20,7,3,7,38,62
상의,어텐션로우,13,16,25,18,13,15,86,14
상의,베르노,20,22,31,16,5,6,86,14
상의,노매뉴얼,29,29,24,9,5,4,86,14
상의,메종미네드,20,34,25,11,4,6,74,26
상의,디스이즈네버댓,16,19,16,28,14,7,81,19
상의,아노블리어,15,26,30,17,8,4,91,9
상의,리,53,24,9,3,2,9,40,60
상의,푸마 셀렉트,20,13,24,25,11,7,84,16
상의,브라운브레스,40,28,12,7,4,9,45,55
상의,노매뉴얼,36,38,14,4,2,6,64,36
상의,폴로 랄프 로렌,19,20,33,20,5,3,77,23
상의,아노블리어,16,24,30,17,7,6,88,12
상의,넷소셜클럽,24,15,19,20,8,14,37,63
상의,트릴리온,16,28,24,18,8,6,92,8
상의,퍼스텝,38,31,16,6,3,6,68,32
상의,인템포무드,18,28,31,15,4,4,92,8
상의,알브이디,19,34,28,12,4,3,95,5
상의,로얄라이프,27,27,20,11,6,9,50,50
상의,어반스터프,39,33,16,5,2,5,61,39
상의,와릿이즌,48,27,9,3,2,11,31,69
상의,와릿이즌,38,29,14,5,3,11,29,71
상의,네스티팬시클럽,27,51,16,2,0,4,2,98
상의,유니폼브릿지,17,37,29,9,4,4,84,16
상의,무신사 스탠다드,14,27,30,16,7,6,83,17
상의,칼하트,37,36,14,6,3,4,66,34
상의,예일,31,29,15,7,4,14,44,56
상의,노매뉴얼,33,42,17,3,1,4,76,24
상의,마하그리드,34,21,18,8,6,13,45,55
상의,집시,31,21,22,11,7,8,82,18
상의,세컨모놀로그,12,22,36,16,8,6,77,23
상의,커버낫,29,19,12,11,12,17,56,44
상의,비전스트릿웨어,32,31,21,7,3,6,57,43
상의,네이키드니스,37,33,13,6,3,8,21,79
상의,브렌슨,19,31,26,13,5,6,83,17
상의,무신사 스탠다드,24,23,23,15,7,8,85,15
상의,리,48,25,9,3,2,13,38,62
상의,캉골,22,37,22,8,4,7,57,43
상의,마르디 메크르디 악티프,32,9,13,9,14,23,6,94
상의,필루미네이트,23,30,22,12,5,8,68,32
상의,무신사 스탠다드,12,16,29,20,12,11,93,7
상의,엑스톤즈,22,31,32,11,2,2,85,15
상의,토마스모어,11,26,36,16,7,4,88,12
상의,페플,17,27,29,15,6,6,89,11
상의,무신사 스탠다드,20,26,24,15,9,6,89,11
상의,와릿이즌,43,19,10,5,3,20,38,62
상의,닉앤니콜,15,59,18,3,1,4,2,98
상의,프렌다,17,47,26,4,2,4,3,97
상의,애드오프,12,31,36,12,5,4,81,19
상의,로맨틱 파이어리츠,16,24,29,17,9,5,93,7
상의,지프,28,22,22,11,5,12,50,50
상의,파르티멘토,34,19,19,14,6,8,55,45
상의,무신사 스탠다드,7,15,29,23,15,11,94,6
상의,엑스트라오디너리,21,24,24,13,9,9,90,10
상의,벤 데이비스,21,46,21,6,2,4,79,21
상의,예일,31,30,16,8,5,10,37,63
상의,레이어 유니온,27,37,20,7,3,6,81,19
상의,인사일런스,18,21,29,18,8,6,89,11
상의,엑스톤즈,19,38,24,9,4,6,77,23
상의,커버낫,53,18,8,4,3,14,45,55
상의,러닝하이,17,57,18,3,2,3,3,97
상의,지프,21,22,21,14,10,12,45,55
상의,무신사 스탠다드,17,23,26,19,9,6,85,15
상의,마르디 메크르디,25,21,21,11,8,14,6,94
상의,로맨틱크라운,19,27,28,14,6,6,48,52
상의,미니멀프로젝트,17,22,21,16,12,12,79,21
상의,패블러스아카이브,22,30,25,12,4,7,6,94
상의,논스탁,20,5,27,13,17,18,96,4
상의,비슬로우,17,14,26,25,12,6,75,25
상의,노이어,18,32,32,11,4,3,92,8
상의,러브이즈트루,28,45,15,4,1,7,4,96
상의,라퍼지스토어,28,20,20,15,9,8,65,35
상의,코드그라피,38,24,11,7,4,16,35,65
상의,브라운브레스,34,35,14,5,3,9,38,62
상의,예일,39,26,14,6,2,13,45,55
상의,꼼파뇨,26,35,20,7,4,8,17,83
상의,러브이즈트루,28,46,16,3,1,6,3,97
상의,제멋,18,36,23,11,5,7,77,23
상의,낫유어엑스엑스엑스 바이 낫유어로즈,19,51,21,4,2,3,4,96
상의,코드그라피,20,20,19,18,13,10,59,41
상의,마리떼,14,32,28,12,6,8,15,85
상의,어텐션로우,20,31,22,7,8,12,70,30
상의,닉앤니콜,16,40,25,10,4,5,5,95
상의,피지컬 에듀케이션 디파트먼트,29,34,20,7,3,7,38,62
상의,어텐션로우,13,16,25,18,13,15,86,14
상의,베르노,20,22,31,16,5,6,86,14
상의,노매뉴얼,29,29,24,9,5,4,86,14
상의,메종미네드,20,34,25,11,4,6,74,26
상의,디스이즈네버댓,16,19,16,28,14,7,81,19
상의,아노블리어,15,26,30,17,8,4,91,9
상의,리,53,24,9,3,2,9,40,60
상의,푸마 셀렉트,20,13,24,25,11,7,84,16
상의,브라운브레스,40,28,12,7,4,9,45,55
상의,노매뉴얼,36,38,14,4,2,6,64,36
상의,폴로 랄프 로렌,19,20,33,20,5,3,77,23
상의,아노블리어,16,24,30,17,7,6,88,12
상의,넷소셜클럽,24,15,19,20,8,14,37,63
상의,트릴리온,16,28,24,18,8,6,92,8
상의,퍼스텝,38,31,16,6,3,6,68,32
상의,인템포무드,18,28,31,15,4,4,92,8
상의,알브이디,19,34,28,12,4,3,95,5
상의,로얄라이프,27,27,20,11,6,9,50,50
상의,어반스터프,39,33,16,5,2,5,61,39
상의,와릿이즌,48,27,9,3,2,11,31,69
상의,와릿이즌,38,29,14,5,3,11,29,71
상의,네스티팬시클럽,27,51,16,2,0,4,2,98
상의,유니폼브릿지,17,37,29,9,4,4,84,16
상의,무신사 스탠다드,14,27,30,16,7,6,83,17
상의,칼하트,37,36,14,6,3,4,66,34
상의,예일,31,29,15,7,4,14,44,56
상의,노매뉴얼,33,42,17,3,1,4,76,24
상의,스파오,35,25,19,8,4,9,45,55
상의,엠엔지유,19,27,32,11,6,5,85,15
상의,로맨틱크라운,24,28,24,12,6,6,28,72
상의,무신사 스탠다드,14,20,29,20,10,7,86,14
상의,노매뉴얼,35,37,16,4,2,6,55,45
상의,마리떼,15,37,31,10,3,4,10,90
상의,도미넌트,26,33,21,8,4,8,63,37
상의,필루미네이트,24,24,26,12,7,7,69,31
상의,지프,28,18,22,14,8,10,51,49
상의,이벳필드,38,27,12,6,5,12,47,53
상의,라퍼지스토어,28,20,20,15,9,8,65,35
상의,예일,23,31,21,10,6,9,66,34
상의,노이어,18,32,32,11,4,3,92,8
상의,무신사 스탠다드,12,18,29,21,12,8,88,12
상의,엑스톤즈,19,38,24,9,4,6,77,23
상의,마르디 메크르디,41,21,16,7,5,10,12,88
상의,비슬로우,17,14,26,25,12,6,75,25
상의,리트리버클럽,33,31,21,8,3,4,38,62
상의,와릿이즌,33,25,13,6,5,18,40,60
상의,와릿이즌,51,21,10,5,3,10,19,81
상의,트릴리온,20,44,23,5,2,6,68,32
상의,러닝하이,17,57,18,3,2,3,3,97
상의,예스아이씨,41,38,10,2,1,8,47,53
상의,디스이즈네버댓,13,32,29,16,4,6,55,45
상의,엄브로,20,16,21,11,21,11,50,50
상의,무신사 스탠다드,19,21,28,17,9,6,89,11
상의,하이스쿨디스코,16,41,27,10,3,3,3,97
상의,칼하트,37,36,14,6,3,4,66,34
상의,로맨틱크라운,19,27,28,14,6,6,48,52
상의,아노블리어,15,26,30,17,8,4,91,9
상의,커버낫,27,21,15,12,9,16,52,48
상의,애드오프,25,23,33,11,3,5,89,11
상의,예일,27,32,21,7,5,8,65,35
상의,엑스톤즈,22,31,32,11,2,2,85,15
상의,배드블러드,16,20,27,19,12,6,12,88
상의,패블러스아카이브,31,34,15,6,5,9,13,87
상의,메인부스,24,25,23,13,8,7,25,75
상의,코드그라피,38,24,11,7,4,16,35,65
상의,코드그라피,20,20,19,18,13,10,59,41
상의,타미진스,14,23,24,27,10,2,45,55
상의,아메스 월드와이드,34,20,16,11,8,11,26,74
상의,벤 데이비스,21,46,21,6,2,4,79,21
상의,라운지에이피티,19,13,39,10,11,8,77,23
상의,파르티멘토,34,19,19,14,6,8,56,44
상의,와릿이즌,38,26,13,5,4,14,49,51
상의,노매뉴얼,21,41,25,7,3,3,82,18
상의,와릿이즌,46,25,9,3,2,15,44,56
상의,이벳필드,36,17,15,13,11,8,56,44
상의,어반드레스,14,48,26,6,2,4,5,95
상의,꼼파뇨,26,35,20,7,4,8,17,83
상의,어반스터프,43,32,12,5,2,6,77,23
상의,리,53,24,9,3,2,9,40,60
상의,이에스엔,27,27,21,13,7,5,93,7
상의,아디다스,32,18,18,9,8,15,40,60
상의,예일,27,24,19,12,6,12,56,44
상의,팔렛,34,39,10,3,1,13,22,78
상의,어텐션로우,20,31,22,7,8,12,70,30
상의,와릿이즌,21,25,23,13,5,13,57,43
상의,캘빈클라인 진,36,42,14,2,1,5,6,94
상의,엠엠엘지,23,37,22,7,4,7,27,73
상의,예일,27,23,17,13,6,14,51,49
상의,굿라이프웍스,17,30,23,15,8,7,72,28
상의,커버낫,29,25,18,11,5,12,55,45
상의,비전스트릿웨어,35,39,14,6,1,5,37,63
상의,1993스튜디오,33,30,20,10,3,4,71,29
상의,웬스데이딜라잇,19,17,28,26,4,6,2,98
상의,코닥,31,11,7,7,16,28,45,55
상의,폴로 랄프 로렌,20,20,28,21,8,3,78,22
상의,어반디타입,28,31,23,9,3,6,69,31
상의,무신사 스탠다드,15,23,28,16,10,8,89,11
상의,아노블리어,16,24,30,17,7,6,88,12
상의,폴로 랄프 로렌,16,29,33,15,4,3,82,18
상의,예일,31,30,16,8,5,10,37,63
상의,지프,26,24,24,14,6,6,51,49
상의,라퍼지 포 우먼,19,26,24,15,7,9,4,96
상의,지프,21,22,21,14,10,12,45,55
상의,어반스터프,39,33,16,5,2,5,61,39
상의,와릿이즌,47,28,9,3,2,11,31,69
상의,마르디 메크르디,32,32,16,6,4,10,6,94
상의,어반디타입,24,29,25,12,4,6,64,36
상의,엠엠지엘,12,32,35,13,5,3,92,8
상의,탑텐,24,28,25,12,6,5,78,22
상의,레이어 유니온,27,37,20,7,3,6,81,19
상의,마하그리드,31,33,21,7,3,5,28,72
상의,주앙옴므,12,25,34,19,5,5,96,4
상의,어반디타입,26,32,20,10,5,7,41,59
상의,아디다스,24,41,24,6,2,3,9,91
상의,무신사 스탠다드,15,18,27,19,12,9,88,12
상의,니티드,14,29,31,18,3,5,69,31
상의,커버낫,29,19,12,11,12,17,56,44
상의,마하그리드,34,21,18,8,6,13,45,55
상의,그레이버,26,24,21,10,9,10,53,47
상의,꼼파뇨,33,30,19,6,4,8,43,57
상의,집시,31,21,22,11,7,8,82,18
상의,모어쥬드,24,11,16,13,26,10,3,97
상의,커버낫,27,16,16,16,13,12,64,36
상의,아디다스,22,39,23,9,2,5,3,97
상의,마뗑킴,16,52,25,4,1,2,5,95
상의,어반디타입,31,24,20,12,5,8,64,36
상의,에씨드슬라이드,23,22,18,10,6,21,35,65
상의,예일,37,32,14,6,2,9,58,42
상의,브라운브레스,40,28,12,7,4,9,45,55
상의,그루브라임,33,27,14,9,5,12,57,43
상의,라퍼지스토어,16,21,32,16,7,8,87,13
상의,1993스튜디오,35,26,19,11,3,6,59,41
상의,칼하트WIP,20,17,37,12,9,5,81,19
상의,예일,37,30,16,7,2,8,65,35
상의,팔렛,24,33,24,8,5,6,49,51
상의,꼼파뇨,23,30,20,11,6,10,58,42
상의,니티드,32,17,25,14,6,6,81,19
상의,팔렛,28,43,16,5,2,6,27,73
상의,피지컬 에듀케이션 디파트먼트,29,34,20,7,3,7,38,62
상의,스컬프터,22,49,20,3,1,5,7,93
